c_sigma,c_R,family,hs_m,record,z_rms_m,z_pct_hs,rms_3d_m,roll_deg,pitch_deg,yaw_deg,rs_applied,tau_applied,sigma_applied
0.9,17.11,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0151969,5.62848,0.0412289,0.220639,0.171601,0.697023,0.412673,1.17236,0.386398
0.9,17.11,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0600852,4.00568,0.151653,0.210956,0.166564,0.973809,2.19621,2.04464,0.79012
0.9,17.11,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.16787,4.19674,0.406791,0.346788,0.1972,0.492887,7.96356,3.29004,1.12649
0.9,17.11,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.386813,4.55074,0.900636,0.269346,0.177621,0.48319,15.6787,4.10091,1.49645
0.9,20.3,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0186019,6.8896,0.0528035,0.230784,0.164317,1.11994,0.617193,1.28051,0.359651
0.9,20.3,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0651244,4.34163,0.186031,0.188469,0.127059,1.26081,3.34122,2.18038,0.730129
0.9,20.3,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.164173,4.10433,0.461538,0.360315,0.131143,0.302265,13.5066,3.58993,1.12395
0.9,20.3,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.345134,4.0604,0.982082,0.306191,0.152832,0.752525,22.9506,4.22171,1.42123
0.9,20.3,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0165672,6.13599,0.0458741,0.221248,0.170288,0.694852,0.489612,1.17236,0.386398
0.9,20.3,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0604542,4.03028,0.160384,0.211782,0.165476,0.972376,2.60567,2.04464,0.79012
0.9,20.3,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.162001,4.05003,0.413914,0.34794,0.195519,0.493694,9.44828,3.29004,1.12649
0.9,20.3,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.365876,4.30442,0.893593,0.269617,0.179009,0.493774,18.6019,4.10091,1.49645
0.9,24.2,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0205717,7.61913,0.0592601,0.231443,0.163079,1.11782,0.735767,1.28051,0.359651
0.9,24.2,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0685163,4.56775,0.202334,0.189493,0.126237,1.2599,3.98313,2.18038,0.730129
0.9,24.2,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.164372,4.10931,0.484798,0.361729,0.12875,0.305385,16.1015,3.58993,1.12395
0.9,24.2,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.330742,3.89108,1.0058,0.307639,0.151341,0.753806,27.3598,4.22171,1.42123
0.9,24.2,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0182263,6.75047,0.0513965,0.221904,0.168905,0.692555,0.583676,1.17236,0.386398
0.9,24.2,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0620988,4.13992,0.172858,0.212684,0.164433,0.971008,3.10627,2.04464,0.79012
0.9,24.2,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.158833,3.97082,0.430642,0.349033,0.194389,0.493777,11.2635,3.29004,1.12649
0.9,24.2,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.34903,4.10623,0.905683,0.270253,0.179768,0.502766,22.1757,4.10091,1.49645
1.8,12.1,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.014157,5.24335,0.038333,0.224073,0.189117,1.17242,0.367884,1.28051,0.719303
1.8,12.1,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0647716,4.3181,0.16027,0.182103,0.162326,1.34625,1.99157,2.18038,1.46026
1.8,12.1,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.186717,4.66793,0.449811,0.336994,0.203171,0.295677,8.05074,3.58993,2.24791
1.8,12.1,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.43127,5.07376,1.02725,0.297848,0.192015,0.841911,13.6799,4.22171,2.84246
1.8,12.1,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0130432,4.83082,0.0337829,0.215319,0.191697,0.745354,0.291838,1.17236,0.772796
1.8,12.1,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0656933,4.37955,0.146148,0.208712,0.17859,0.999066,1.55313,2.04464,1.58024
1.8,12.1,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.197,4.925,0.425332,0.339615,0.220992,0.45915,5.63174,3.29004,2.25299
1.8,12.1,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.462707,5.44361,0.98096,0.265256,0.200022,0.530655,11.0878,4.10091,2.99291
1.8,14.4,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0152905,5.66316,0.0424203,0.224649,0.187914,1.17029,0.437812,1.28051,0.719303
1.8,14.4,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0635168,4.23445,0.165433,0.182902,0.161371,1.34521,2.37013,2.18038,1.46026
1.8,14.4,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.176854,4.42135,0.445424,0.337977,0.201209,0.296884,9.58106,3.58993,2.24791
1.8,14.4,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.399894,4.70463,0.996739,0.298669,0.189923,0.843516,16.2802,4.22171,2.84246
1.8,14.4,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0138553,5.13161,0.0371192,0.215851,0.190576,0.743604,0.347311,1.17236,0.772796
1.8,14.4,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.062886,4.1924,0.147747,0.209364,0.177628,0.99818,1.84836,2.04464,1.58024
1.8,14.4,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.183678,4.59195,0.41361,0.341162,0.217292,0.461731,6.70223,3.29004,2.25299
1.8,14.4,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.428382,5.03979,0.936655,0.264838,0.202201,0.543621,13.1954,4.10091,2.99291
1.8,17.11,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0166736,6.17542,0.0471756,0.225249,0.186683,1.16814,0.520206,1.28051,0.719303
1.8,17.11,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0636254,4.2417,0.173986,0.183767,0.160432,1.34414,2.81617,2.18038,1.46026
1.8,17.11,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.170013,4.25033,0.449415,0.339049,0.199252,0.297898,11.3841,3.58993,2.24791
1.8,17.11,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.373739,4.39693,0.982696,0.299741,0.187963,0.844721,19.3441,4.22171,2.84246
1.8,17.11,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0149236,5.52728,0.0410868,0.216414,0.189382,0.741715,0.412673,1.17236,0.772796
1.8,17.11,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0613283,4.08855,0.152678,0.210096,0.176624,0.997023,2.19621,2.04464,1.58024
1.8,17.11,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.173291,4.33227,0.410457,0.342489,0.214687,0.46344,7.96356,3.29004,2.25299
1.8,17.11,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.399539,4.70046,0.909129,0.264744,0.204496,0.555697,15.6787,4.10091,2.99291
1.8,20.3,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0182975,6.77684,0.0526301,0.22586,0.185502,1.16612,0.617193,1.28051,0.719303
1.8,20.3,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0650983,4.33988,0.185945,0.184687,0.15957,1.34316,3.34122,2.18038,1.46026
1.8,20.3,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.166197,4.15492,0.462012,0.340193,0.197347,0.298761,13.5066,3.58993,2.24791
1.8,20.3,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.352699,4.14939,0.985817,0.301003,0.186126,0.845641,22.9506,4.22171,2.84246
1.8,20.3,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0162355,6.01317,0.0457013,0.217011,0.188132,0.739664,0.489612,1.17236,0.772796
1.8,20.3,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0610322,4.06882,0.160956,0.210887,0.175649,0.995858,2.60567,2.04464,1.58024
1.8,20.3,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.165831,4.14578,0.416217,0.343669,0.212864,0.464541,9.44828,3.29004,2.25299
1.8,20.3,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.375964,4.42311,0.899413,0.264967,0.206495,0.566423,18.6019,4.10091,2.99291
1.8,24.2,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.020233,7.49369,0.0590692,0.226511,0.184306,1.16408,0.735767,1.28051,0.719303
1.8,24.2,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0680403,4.53602,0.201957,0.185695,0.15874,1.34224,3.98313,2.18038,1.46026
1.8,24.2,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.165364,4.13411,0.48432,0.341434,0.19545,0.299578,16.1015,3.58993,2.24791
1.8,24.2,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.336272,3.95614,1.0078,0.302447,0.184386,0.846444,27.3598,4.22171,2.84246
1.8,24.2,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0178447,6.60914,0.0511981,0.217654,0.186817,0.737532,0.583676,1.17236,0.772796
1.8,24.2,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0620565,4.1371,0.173052,0.211771,0.174647,0.994608,3.10627,2.04464,1.58024
1.8,24.2,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.1612,4.03,0.431747,0.344777,0.211647,0.465001,11.2635,3.29004,2.25299
1.8,24.2,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.356854,4.19828,0.909031,0.265513,0.208034,0.575876,22.1757,4.10091,2.99291
